company_id,link_num,sent_num,sent_str
33,2,10, Machine Details
33,2,11, Model
33,2,12, Metal
33,2,13, Machine Details
33,2,14, Model
33,2,15, Metal
33,2,16, Machine Details
33,2,17," © Copyright© 2017 Direct AeroSystems, Inc"
33,2,18, All Rights Reserved 
33,3,0,Electrical Systems Direct AeroSystems is an Electro-Mechanical manufacturer to the Aerospace Industry
33,3,1, Our complete In-house electro-mechanical manufacturing services ensure your project moves smoothly from proto type to integration and into production
33,3,2, We offer an extensive selection of value added products and services such as
33,3,3, Key Products & Services
33,3,4, Installation Kits Direct AeroSystems delivers kitting solutions that assemble parts and equipment needs for your custom project
33,3,5," Integrated program management allows us to become fully entrenched in your program, from the initial stages of development to production"
33,3,6, Our pre-production and support staff work with program and project managers to ensure each customer’s installation design and build requirements are met
33,3,7, With successful management of the supply chain we offer complete top-level installation kit packages as well as the capabilities to deliver to the final assembly line
33,3,8, Our Goal is to optimize the installation with quality products that meet your unique needs
33,3,9," Electrical Equipment Production Equipment Testing Equipment Placard and Decal Production © Copyright© 2017 Direct AeroSystems, Inc"
33,3,10, All Rights Reserved 
33,4,0,"Quality As an AS9100D and ISO-9001 certified supplier to the aerospace industry, quality acts as the foundation for everything we do and produce"
33,4,1, Direct Aerosystems utilizes the most sophisticated measuring and test equipment to assure our products meet or exceed your specification
33,4,2, Our quality control team at Direct AeroSystems provides a personal and responsive approach for
33,4,3, Direct AeroSystems uses Net-Inspect FAI data base which increases efficiency with FAI planning and FAI results with our customers
33,4,4,  Plans and results are uploaded automatically reducing errors and significantly reducing the time required to complete the process
33,4,5, Our quality planning systems include
33,4,6,"    © Copyright© 2017 Direct AeroSystems, Inc"
33,4,7, All Rights Reserved 
33,5,0,"Terms of Use © Copyright© 2017 Direct AeroSystems, Inc"
33,5,1, All Rights Reserved 
34,0,0,"  Engineering Excellence in Zinc Die Cast Manufacturing Lakeside Casting Solutions is a full-service zinc die casting company, dedicated to reducing your costs and improving the quality of your components Call us today"
34,0,1," 573-735-2426 At LCS, we specialize in providing high-quality, customized zinc die castings for a wide range of industries"
34,0,2," We produce components of all sizes and complexities, from mere half-grams to more than two pounds"
34,0,3, Our expertise and experience in manufacturing parts for various industries allows us to design components to be more efficient and cost-effective
34,0,4," We are an industry-leading zinc die casting provider, committed to providing the highest quality, most reliable products and services"
34,0,5, Committed to Quality Lakeside Casting Solutions is committed to meet or exceed all expectations by providing the highest quality products
34,0,6, We will provide our customers and associates with the best possible relationship through mutual respect
34,0,7," Our success is based on continuously improving our products, processes, and associates"
34,0,8,"  Industries Served Zinc Die Cast Specialists Zinc is a widely popular material in metalworking, boasting 60% of the strength of steel and thin wall capabilities, allowing for zero draft casting and net shaping"
34,0,9, Tooling made for zinc casting offers up to 10 times more life expectancy than other casting materials
34,0,10," ROHS Compliant|REACH Compliant|Conflict Minerals Compliant|IMDS Compliant ISO 9001 Certified|NADCA CORPORATE MEMBER HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,1,0," The Lakeside Team LCS Team, 12-9-2022 Lakeside Casting Solutions was founded in 2002 by five individuals with a combined 150 years of experience in the design and production of zinc castings"
34,1,1," Utilizing their unique skill set, the team was able to design and implement proprietary multi-slide die cast machines"
34,1,2, We have since significantly expanded our operations and facilities to meet the ever-growing demand for high-quality zinc castings
34,1,3," We at LCS have been consistently growing and expanding our services, focusing on the future"
34,1,4," Our services include insert castings, internal cast threads, secondary operations and assemblies, plating & coatings, as well as a complete onsite tool shop offering focused design assistance and efficient options for our customers' Zinc component needs"
34,1,5, We have established strong partnerships with companies seeking the highest quality professional services for their Zinc component needs
34,1,6," As we continue to grow, our commitment to providing the best service and solutions remains unwavering"
34,1,7," Lakeside Casting is a leader in zinc die casting, combining expertise, value, communication, and agility to form lasting partnerships with our customers"
34,1,8, We understand the competitive pressures our customers face and leverage our resources to provide tailored solutions
34,1,9," From the initial NDA to final production, our partnerships are built on trust and quality assurance"
34,1,10," Our commitment to quality control ensures that critical specifications are monitored and maintained, ensuring our customers receive the highest-quality products"
34,1,11," With our comprehensive approach, Lakeside Casting is the go-to choice for zinc die castings"
34,1,12," HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,2,0," Multi-Slide Die Casting Proprietary fIVE-slide zinc die casting technology The Lakeside Casting Experience At Lakeside Casting, we stay ahead of the curve with our state-of-the-art multi-slide die casting process"
34,2,1," Our business has been fully operational for nearly 20 years, providing reassurance all our work is of the highest quality"
34,2,2, The team alone carries more than 150 years of experience in the zinc casting industry
34,2,3," As engineering procedures continue to evolve, it is important to stay up to date with the latest advancements in technology"
34,2,4," At Lakeside Casting, we are constantly updating the way we create and design products"
34,2,5," We made it our number one priority to manufacture shapes, molds, and objects of all kinds at a much quicker pace while retaining preciseness"
34,2,6," Hence, our multi-slide die casting machines"
34,2,7, Our Five-Slide Technology Equipment Advantages Our Proprietary five-slide zinc die casting machines are driven by cutting-edge programmable automation controllers
34,2,8," Our high-availability systems allow us to increase efficiency and reduce downtime, ensuring high-quality parts are delivered on time"
34,2,9, Our five-slide zinc die casting technology provides you with greater design freedom
34,2,10," Unlike conventional die cast machines, ours are capable of pulling a mold from the castings from five directions and are designed for casting miniature components with speed and precision"
34,2,11," With our multi-slide die casting equipment, we can quickly, accurately, and effectively cast designs at maximum efficiency"
34,2,12," Our multi-slide methods are the best die casting solution for smaller, intricate parts"
34,2,13," We are able to create a multitude of sophisticated shapes, eliminating the need to incorporate secondary operations"
34,2,14, We are also able to fill more machines without the heavy flash
34,2,15, Our multi-slide equipment allows us to manufacture more parts in larger quantities while being able to maintain the highest possible standard
34,2,16," From the initial design stage to final production, our team is here to support you all the way through"
34,2,17, We always provide our clients with the solutions necessary to meet their demands
34,2,18," Five-Slide Technology In Action For more information on our multi-slide die casting procedure, call us today at573-735-2426"
34,2,19,"  Five-slide technology in action HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,3,0," Lakeside Casting Quality For each die cast project, we work together with our customers to develop a customized quality system"
34,3,1," The system ensures that design requirements are met, product specifications are maintained and castings are fully traceable"
34,3,2," OGP Smartscope Flash 500 With our OGP Smart-scope vision system, we quickly and accurately measure many different features, including features that may be too small to measure with a touch probe"
34,3,3, We also have the capability to measure multiple parts at once
34,3,4, Our Mitutoyo Coordinate Measuring Machine allows incredibly precise measurement of our manufactured components
34,3,5," Our SpectroMAXx stationary metal analyzer allows us to perform optical wavelength based analysis of our certified zinc alloys to ensure that we use only high-quality alloys that meet ASTM (B86, B240) zinc standards"
34,3,6, Our Mitutoyo PH-3500 Optical Comparator with attached 2D Data processor allows us to perform quick and accurate optical checks for features such as thread pitch
34,3,7," HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,4,0," Application of Casting in Automobile Industry As technology is ever-evolving, finding quicker, faster, and more cost-efficient ways to manufacture parts is an absolute necessity"
34,4,1," Here, we will discuss the applications of casting in the automobile industry and cover the benefits of using zinc die casting"
34,4,2, Benefits of Casting Automobile Parts The most common application for zinc die casting occurs in the auto industry
34,4,3," In fact, the idea behind die casting was originally created for automobiles"
34,4,4," Since vehicles require complex shapes and sizes for different parts of the vehicle, it is almost mandatory to use zinc die casting"
34,4,5," Due to the precise accuracy of this process, the need for further machining is practically non-existent"
34,4,6, This alone saves an exuberant amount of time and money for the manufacturing of automobile parts
34,4,7," One can typically use zinc for retractor gears, seat belt pulleys, and camshafts, as well as a multitude of other parts on most vehicles"
34,4,8," This amazing metal provides strength, flexibility, and malleability that you cannot match with other materials"
34,4,9," Zinc has a lowering melting point, allowing for less energy during production"
34,4,10," Different Casting Components for Automobiles As previously mentioned, vehicle manufacturing is the most common use for the application of casting in the automobile industry"
34,4,11, Zinc die casting is able to produce an aesthetic appearance while providing the capabilities of creating unique shapes with a high durability tolerance
34,4,12," Zinc alloy carries high anti-corrosive properties, making it the ideal element for the automobile industry"
34,4,13, Here is a list of some of the parts that you can manufacture using this process
34,4,14, Parts for Sunroofs Chassis Parts Transmission Components Vehicle Interior Components Air-Conditioning Systems Engine Parts Brake Systems and Hardware Power Steering Systems Fuel Intake Parts Other Mechanical Parts And More… Contact The Professionals Get your business running at full capacity by contacting the number 1 casting company
34,4,15," To learn more about the different applications of casting in the automobile industry and how it can benefit your business, call the professionals today at573-735-2426"
34,4,16," HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,5,0," Contact Call or Visit #2 Lakeside DriveMonroe City, MO 63456(573) 735-2426Email"
34,5,1,Sales@LakesideCasting
34,5,2,"com﻿ HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
34,6,0," Lakeside Casting Solutions 2023 Trade Show Schedule Adam Yager, one of Lakeside’s engineers, at the Greater Chicago Design2Part show 2019 Jan"
34,6,1," 16-20 Shot Show Las Vegas, NV March 1-2 D2P Arlington, TX March 29-30 Design2Part Atlanta, GA April 26-27 Design2Part Secaucus, NJ May 17-18 Design2Part Schaumburg, IL June 14-15 Design2Part Detroit, MI     HomeABOUTNEWSMEDIATradeshow Schedule Copyright © 2020 Lakeside Casting Solutions, LLC "
49,0,0,"The Heavy Metal Company Limited has been casting and engineering metal in Wellington since 1999, undertaking creative projects of all sizes for the New Zealand art and design industries"
49,0,1," Heavy Metal incorporates a traditional metal casting foundry and workshop, artist gallery and precision grinding and sharpening service under one roof"
49,0,2,"Founded in 1999 by Master Foundryman and Sculptor Brett Rangitaawa, and Product Designer Jen Waterson, Heavy Metal has established itself as one of New Zealand's leading metal workshops, specialising in large and complex casting, metal conservation, restoration and repair"
49,0,3," Heavy Metal incorporates a traditional metal casting foundry and workshop, artist gallery and precision grinding and sharpening service under one roof"
49,0,4," Founded in 1999 by Master Foundryman and Sculptor Brett Rangitaawa, and Product Designer Jen Waterson, Heavy Metal has established itself as one of New Zealand's leading metal workshops, specialising in large and complex casting, metal conservation, restoration and repair"
49,0,5, Our onsite galleryThe Foundryshowcases metal art and object designed and crafted at Heavy Metal
49,0,6," and offers a selection of Maoriana, vintage, retro and industrial collectables, jewellery and curiosity"
49,0,7,"In 2016, Heavy Metal acquired and relocated PG2000 - an established machine and saw shop"
49,0,8,"  PG2000 offers a precision grinding and sharpening service for tools, cutters and blades"
49,0,9," and stocks a comprehensive range of Linbide TCT Tools and Saws, Stark HSS and Jiffy Saws and Starret Hole Saws"
49,0,10, Our onsite galleryThe Foundryshowcases metal art and object designed and crafted at Heavy Metal
49,0,11," and offers a selection of Maoriana, vintage, retro and industrial collectables, jewellery and curiosity"
49,0,12," In 2016, Heavy Metal acquired and relocated PG2000 - an established machine and saw shop"
49,0,13,"  PG2000 offers a precision grinding and sharpening service for tools, cutters and blades"
49,0,14," and stocks a comprehensive range of Linbide TCT Tools and Saws, Stark HSS and Jiffy Saws and Starret Hole Saws"
49,0,15," We work with Councils, Government and Professional Creatives in all aspects of metal, manufacture and maintenance"
49,0,16," Kopu Bridge Teko Teko, NZTA, 2011, Thames New Zealand We work with Councils, Government and Professional Creatives in all aspects ofmetal manufacture and maintenance"
49,0,17," Kopu Bridge Teko Teko, NZTA, 2011, Thames NZ T H E   H E A V Y   M E T A L   C O "
49,0,18,Heavy Metal works closely with creatives from all design principals to undertake projects of all sizes
49,0,19,"  From fine art through to 20 tonne bronze memorials, we have the know how and experience to manufacture all of your metal requirements"
49,0,20,  Our onsite services include
49,0,21," - Metal Workshop and Foundry- Studio and Artist Gallery- Sand and Lost Wax Casting- Brass, Bronze, Aluminium and Copper Melting- Polishing, Welding and Finishing- Metal Restoration and Repair- Architectural Casting- Mould Making and Tool Making- Conservation and Preservation- Sandblasting and Shotblasting- Traditional Foundry Patternmaking- Product Design - Concept to Completion- Art Casting and Specialised Patination- Bronze Plaques, Monuments and Memorials- Precision Grinding and Sharpening TheHeavyMetalCo"
49,0,22, Heavy Metal works closely with creatives from all design principals to undertake projects of all sizes
49,0,23,"  From fine art through to 20 tonne bronze memorials, we have the know how and experience to manufacture all of your metal requirements"
49,0,24,  Our onsite services include
49,0,25," - Metal Workshop and Foundry- Studio and Artist Gallery- Sand and Lost Wax Casting- Brass Melting- Bronze Melting- Aluminium Melting- Copper Melting- Polishing- Welding and Finishing- Metal Restoration and Repair- Architectural Casting- Mould Making and Tool Making- Conservation and Preservation- Sandblasting and Shotblasting- Traditional Foundry Patternmaking- Product Design - Concept to Completion- Art Casting and Specialised Patination- Bronze Plaques- Monuments and Memorials- Precision Grinding and Sharpening ""In simplified terms, a foundry is a factory where castings are produced by melting metal, pouring liquid metal into a mould, then allowing it to solidify"" ""In simplified terms, a foundry is a factory where castings are produced by melting metal, pouring liquid metal into a mould, then allowing it to solidify"" Brett RangitaawaMaster Foundryman Brass, Bronze, Aluminium & Copper Casting With over 30 years metal casting experience, we can pretty much cast anything at any size"
49,0,26," - Brass, Bronze, Aluminium and Copper melting- Metal Art and Sculpture- Aluminium Plastic Rotational Moulding Tools- Architectural Fitments and Building Facades- Furniture and Ornamental Casting- Bronze Plaques, Memorials and Monuments- Marine and Agricultural Equipment- Pump and Valve Casting- Mining and Robotics Equipment- Transportation and Defence Componentry- Oil, Gas and Renewable Energy Product BrassBronzeAluminium &Copper Casting With over 30 years metal casting experience, we can pretty much cast anything at any size"
49,0,27," Tripod for Weta Workshop2015 Courteney PlaceWellington City The foundry GalleryExhibitionsPopupsColabs The Foundry Gallery is located onsite and showcases the comprehensive range of metal art and object designed and crafted by Brett Rangitaawa and Jen Waterson, and other established Wellington metal brands and artists"
49,0,28," The Foundry also offers a selection of jewellery, collectables and curiosity"
49,0,29," - Bronze Art and Sculpture- Maori Art- Vintage Maoriana and Kiwiana- Jewellery and Curiosity- Retro- Industrial- Vintage- Modernist Collectables- Metalogy - Architectural Casting The limit is the imagination If it's cast in metal, we can assist you with every part of the design and manufacture process"
49,0,30," Southern Stand - The NZ War Memorial, Paul Dibble, 2006, Hyde Park London Metal Restoration & Repair Heavy Metal provides a full restoration and repair service for the ongoing protection of new and existing metalworks"
49,0,31," We have extensive experience restoring, conserving and preserving all types of metalwork including fine art, public memorials and artworks, architectural castings, building facades and vintage antiques and collectables"
49,0,32," John Godley Sculpture ConservationChristchurch City, 2014 The limit is the imagination If it's cast in metal, we can assist you with every part of the design and manufacture process"
49,0,33," Southern Stand - The NZ War Memorial, Paul Dibble, 2006, Hyde Park London PG2000PrecisionGrinding In 2016, Heavy Metal acquired and relocated PG2000 - an established machine and saw shop, that has been servicing the Wellington region for over 30 years"
49,0,34," PG2000 PG2000 sharpen, repair and manufacture tools, cutters and blades"
49,0,35," and stock a large range of Linbide, Starrett and Stark blades and router bits"
49,0,36," - HSS Cut-Off Saws- Rotor Broaches + Router Bits- Tungsten + Carbide Tipped Tools- Grooving Saws + Bandsaws- Chisels, Handsaws + Garden Tools- Guillotine + Planer Blades- Profile Knives + Chipper Blades- Dieset Pins + Bushes, Drills- Spindle Moulders + Cutters- Starrett Holesaws + Tools- Linbide TCT Tools + Saws- Stark HSS + Jiffy Saws Metal Restoration & Repair Heavy Metal provides a full restoration and repair service for the ongoing protection of new and existing metalworks"
49,0,37,"We have extensive experience restoring, conserving and preserving all types of metalwork including fine art, public memorials and artworks, architectural castings, building facades and vintage antiques and collectables"
49,0,38," The foundry GalleryPopups, Colabs The Foundry Gallery is located onsite and showcases the comprehensive range of metal art and object designed and crafted by Brett Rangitaawa and Jen Waterson, and other established Wellington metal brands and artists"
49,0,39," The Foundry also offers a selection of jewellery, collectables and curiosity"
49,0,40," - Exhibitions, Pop-Ups and Co-labs- Bronze Art and Sculpture- Maori Art- Vintage Maoriana and Kiwiana- Jewellery and Curiosity- Retro, Industrial, Vintage, Modernist Collectables- Metalogy - Architectural Casting In 2016, Heavy Metal acquired and relocated PG2000 - an established machine and saw shop, that has been servicing the Wellington region for over 30 years"
49,0,41," PG2000 PG2000 Precision Grinding PG2000 sharpen, repair and manufacture tools, cutters and blades"
49,0,42," and stock a large range of Linbide, Starrett and Stark blades and router bits"
49,0,43," - HSS Cut-Off Saws- Rotor Broaches + Router Bits- Tungsten + Carbide Tipped Tools- Grooving Saws + Bandsaws- Chisels, Handsaws + Garden Tools- Guillotine + Planer Blades- Profile Knives + Chipper Blades- Dieset Pins + Bushes, Drills- Spindle Moulders + Cutters- Starrett Holesaws + Tools- Linbide TCT Tools + Saws- Stark HSS + Jiffy Saws Click here for PG2000 enquiries B R E T T    R A N G I T A A W AM A S T E R   F O U N D R Y M A N   &   M A O R I   A R T I S T My life's work as a Foundryman, engineering and casting works for the design and art industries, inspires and enables me to pursue my passion for metal art"
49,0,44," I started working with metal at 15, completing a metal casting apprenticeship at Neales Foundry in Lower Hutt"
49,0,45,"   13 years later, I opened The Heavy Metal Company Limited, casting work for the New Zealand manufacturing and creative industries"
49,0,46,"  During this time I have developed my own range of  bronze sculpture, which is exhibited in galleries throughout New Zealand"
49,0,47," J E N    W A T E R S O NM E T A L   M A O R I   M A G I C J E N   W A T E R S O NF L O R I S T R Y ,   A R T   &   D E S I G NI have worked in Wellington's creative sector since I was 14 - Floristry and Television, Industrial and Product Design, Sculpture and Maori Art"
49,0,48,"I started working with metal in 1999, designing and producing a range of architectural casting under the brand name Metalogy"
49,0,49,"   This substantial range included signage and lettering, handles and architectural hardware, mirrors and tiles, garden sculpture and interior product, and was sold in NZ and Australia"
49,0,50,"Over the last decade I have focused on developing sculptural work, including Maori Art, geometric shapes, forms and jewellery"
49,0,51, exhibiting my work throughout New Zealand
49,0,52," C O N T A C T  U S 5/55 Parkside Road, Seaview, Lower Hutt 5010PO Box 36093, Wellington Mail Centre, Petone 5045New Zealand Phone +64 4 939 6382Email"
49,0,53,info@heavymetal
49,0,54,net
49,0,55,nz  
58,0,0,© 2006 Hebert Foundry & Machine Inc
58,0,1, All Rights Reserved
58,0,2,New Hampshire (NH) Website Design Development  
58,1,0,"Hebert Foundry & Machine, Inc"
58,1,1, has extensive experience in the aluminum sand casting foundry industry
58,1,2," The process of pouring molten aluminum into a sand mold continues to be a cost effective process, supplying parts to a variety of industries"
58,1,3," Because of its positive features, aluminum remains the metal of choice across the automotive industry"
58,1,4," Notwithstanding the automotive industry, aluminum sand casting continues to be used in other areas of the transportation industry including in aircraft and marine applications"
58,1,5,"Other industries served include machine tool fabrication, communication, medical and laboratory testing equipment, and food preparation machinery"
58,1,6," Aluminum sand casting is the right choice for products that require hollow cavities and complex, unique arrangements of voids, shapes and ribs"
58,1,7, Aluminum sand castings can be supplied in sizes from fractions of an ounce to 400 pounds
